Year,Geo_Level,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Value
2012,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,237
2012,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WARREN,149,21
2012,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157, (D)
2012,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11, (D)
2012,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119, (D)
2012,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135, (D)
2012,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TUNICA,143, (D)
2012,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,55
2012,COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,500
2012,COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,29
2012,COUNTY,MISSOURI,29,CENTRAL,50,CAMDEN,29,58
2012,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51, (D)
2012,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,124
2012,COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,58
2012,COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85,29
2012,COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,37
2012,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,62
2012,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,76
2012,COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,415
2012,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,84
2012,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,65
2012,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,33
2012,COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,85
2012,COUNTY,MISSOURI,29,CENTRAL,50,PHELPS,161,19
2012,COUNTY,MISSOURI,29,CENTRAL,50,POLK,167,152
2012,COUNTY,MISSOURI,29,CENTRAL,50,PULASKI,169,20
2012,COUNTY,MISSOURI,29,CENTRAL,50,SALINE,195,18
2012,COUNTY,MISSOURI,29,EAST,60,CRAWFORD,55,34
2012,COUNTY,MISSOURI,29,EAST,60,FRANKLIN,71,177
2012,COUNTY,MISSOURI,29,EAST,60,GASCONADE,73,133
2012,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,106
2012,COUNTY,MISSOURI,29,EAST,60,LINCOLN,113,114
2012,COUNTY,MISSOURI,29,EAST,60,MONTGOMERY,139,14
2012,COUNTY,MISSOURI,29,EAST,60,ST CHARLES,183, (D)
2012,COUNTY,MISSOURI,29,EAST,60,ST FRANCOIS,187,56
2012,COUNTY,MISSOURI,29,EAST,60,ST LOUIS,189,207
2012,COUNTY,MISSOURI,29,EAST,60,STE GENEVIEVE,186,52
2012,COUNTY,MISSOURI,29,EAST,60,WARREN,219,57
2012,COUNTY,MISSOURI,29,EAST,60,WASHINGTON,221,9
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,22
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,45
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,14
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,75
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,23
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,10
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,42
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MERCER,129,5
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,8
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,27
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197, (D)
2012,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,13
2012,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,275
2012,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,42
2012,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,30
2012,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,16
2012,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,71
2012,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,190
2012,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,62
2012,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,44
2012,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205, (D)
2012,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,28
2012,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5, (D)
2012,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,52
2012,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,67
2012,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,39
2012,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49, (D)
2012,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,71
2012,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,18
2012,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,30
2012,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,118
2012,COUNTY,MISSOURI,29,NORTHWEST,10,HOLT,87,47
2012,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,99
2012,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,54
2012,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,130
2012,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,34
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,22
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35, (D)
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,14
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,56
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,41
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,6
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,3
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,34
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,12
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179, (D)
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,40
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,11
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,18
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,41
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,17
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,41
2012,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,109
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,245
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201, (D)
2012,COUNTY,MISSOURI,29,SOUTHEAST,90,STODDARD,207,16
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,84
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,38
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,55
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57, (D)
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,830
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,42
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,58
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,45
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145,85
2012,COUNTY,MISSOURI,29,SOUTHWEST,70,STONE,209,31
2012,COUNTY,MISSOURI,29,WEST,40,BATES,13,36
2012,COUNTY,MISSOURI,29,WEST,40,CASS,37,112
2012,COUNTY,MISSOURI,29,WEST,40,CEDAR,39,65
2012,COUNTY,MISSOURI,29,WEST,40,HENRY,83,75
2012,COUNTY,MISSOURI,29,WEST,40,JACKSON,95,41
2012,COUNTY,MISSOURI,29,WEST,40,JOHNSON,101,144
2012,COUNTY,MISSOURI,29,WEST,40,LAFAYETTE,107,641
2012,COUNTY,MISSOURI,29,WEST,40,ST CLAIR,185,7
2012,COUNTY,MISSOURI,29,WEST,40,VERNON,217,489
2012,COUNTY,MONTANA,30,CENTRAL,50,BROADWATER,7, (D)
2012,COUNTY,MONTANA,30,CENTRAL,50,CASCADE,13,"1,563"
2012,COUNTY,MONTANA,30,CENTRAL,50,FERGUS,27,"17,929"
2012,COUNTY,MONTANA,30,CENTRAL,50,JUDITH BASIN,45, (D)
2012,COUNTY,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49, (D)
2012,COUNTY,MONTANA,30,CENTRAL,50,MUSSELSHELL,65, (D)
2012,COUNTY,MONTANA,30,CENTRAL,50,WHEATLAND,107,18
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,BLAINE,5, (D)
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,"2,398"
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,GLACIER,35, (D)
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,HILL,41, (D)
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51, (D)
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71, (D)
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,"2,688"
2012,COUNTY,MONTANA,30,NORTH CENTRAL,20,TETON,99,"1,156"
2012,COUNTY,MONTANA,30,NORTHEAST,30,DAWSON,21, (D)
2012,COUNTY,MONTANA,30,NORTHEAST,30,GARFIELD,33, (D)
2012,COUNTY,MONTANA,30,NORTHEAST,30,MCCONE,55,48
2012,COUNTY,MONTANA,30,NORTHEAST,30,RICHLAND,83, (D)
2012,COUNTY,MONTANA,30,NORTHEAST,30,ROOSEVELT,85, (D)
2012,COUNTY,MONTANA,30,NORTHEAST,30,VALLEY,105,"3,001"
2012,COUNTY,MONTANA,30,NORTHWEST,10,DEER LODGE,23, (D)
2012,COUNTY,MONTANA,30,NORTHWEST,10,FLATHEAD,29,"1,454"
2012,COUNTY,MONTANA,30,NORTHWEST,10,LAKE,47, (D)
2012,COUNTY,MONTANA,30,NORTHWEST,10,LINCOLN,53,"2,432"
2012,COUNTY,MONTANA,30,NORTHWEST,10,MINERAL,61, (D)
2012,COUNTY,MONTANA,30,NORTHWEST,10,MISSOULA,63,"2,815"
2012,COUNTY,MONTANA,30,NORTHWEST,10,POWELL,77, (D)
2012,COUNTY,MONTANA,30,NORTHWEST,10,RAVALLI,81, (D)
2012,COUNTY,MONTANA,30,NORTHWEST,10,SANDERS,89, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,CARBON,9, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,PARK,67, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,SWEET GRASS,97, (D)
2012,COUNTY,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,"6,931"
2012,COUNTY,MONTANA,30,SOUTHEAST,90,CARTER,11,9
2012,COUNTY,MONTANA,30,SOUTHEAST,90,CUSTER,17, (D)
2012,COUNTY,MONTANA,30,SOUTHEAST,90,POWDER RIVER,75, (D)
2012,COUNTY,MONTANA,30,SOUTHEAST,90,ROSEBUD,87, (D)
2012,COUNTY,MONTANA,30,SOUTHEAST,90,WIBAUX,109, (D)
2012,COUNTY,MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1, (D)
2012,COUNTY,MONTANA,30,SOUTHWEST,70,GALLATIN,31,"2,135"
2012,COUNTY,MONTANA,30,SOUTHWEST,70,JEFFERSON,43, (D)
2012,COUNTY,MONTANA,30,SOUTHWEST,70,MADISON,57,"7,102"
2012,COUNTY,NEBRASKA,31,CENTRAL,50,BUFFALO,19,197
2012,COUNTY,NEBRASKA,31,CENTRAL,50,CUSTER,41, (D)
2012,COUNTY,NEBRASKA,31,CENTRAL,50,DAWSON,47,"2,312"
2012,COUNTY,NEBRASKA,31,CENTRAL,50,GREELEY,77, (D)
2012,COUNTY,NEBRASKA,31,CENTRAL,50,HALL,79,234
2012,COUNTY,NEBRASKA,31,CENTRAL,50,HOWARD,93,"6,202"
2012,COUNTY,NEBRASKA,31,CENTRAL,50,SHERMAN,163,100
2012,COUNTY,NEBRASKA,31,CENTRAL,50,VALLEY,175,17
2012,COUNTY,NEBRASKA,31,EAST,60,BUTLER,23,39
2012,COUNTY,NEBRASKA,31,EAST,60,CASS,25,60
2012,COUNTY,NEBRASKA,31,EAST,60,DODGE,53, (D)
2012,COUNTY,NEBRASKA,31,EAST,60,DOUGLAS,55,28
2012,COUNTY,NEBRASKA,31,EAST,60,HAMILTON,81,23
2012,COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,375
2012,COUNTY,NEBRASKA,31,EAST,60,MERRICK,121, (D)
2012,COUNTY,NEBRASKA,31,EAST,60,PLATTE,141,52
2012,COUNTY,NEBRASKA,31,EAST,60,SARPY,153,127
2012,COUNTY,NEBRASKA,31,EAST,60,SAUNDERS,155,260
2012,COUNTY,NEBRASKA,31,EAST,60,SEWARD,159,37
2012,COUNTY,NEBRASKA,31,EAST,60,WASHINGTON,177,813
2012,COUNTY,NEBRASKA,31,EAST,60,YORK,185, (D)
2012,COUNTY,NEBRASKA,31,NORTH,20,BOYD,15, (D)
2012,COUNTY,NEBRASKA,31,NORTH,20,GARFIELD,71, (D)
2012,COUNTY,NEBRASKA,31,NORTH,20,HOLT,89,14
2012,COUNTY,NEBRASKA,31,NORTH,20,ROCK,149, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,BURT,21, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,CEDAR,27,"2,512"
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,DAKOTA,43, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,DIXON,51, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,KNOX,107,7
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,MADISON,119,102
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,PIERCE,139,"3,604"
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,STANTON,167, (D)
2012,COUNTY,NEBRASKA,31,NORTHEAST,30,THURSTON,173,810
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,DAWES,45, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,54
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161, (D)
2012,COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165,10
2012,COUNTY,NEBRASKA,31,SOUTH,80,ADAMS,1, (D)
2012,COUNTY,NEBRASKA,31,SOUTH,80,FRANKLIN,61, (D)
2012,COUNTY,NEBRASKA,31,SOUTH,80,GOSPER,73,20
2012,COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,"5,399"
2012,COUNTY,NEBRASKA,31,SOUTH,80,KEARNEY,99, (D)
2012,COUNTY,NEBRASKA,31,SOUTH,80,WEBSTER,181, (D)
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,CLAY,35,"1,405"
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,67
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95, (D)
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,25
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127, (D)
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,24
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,126
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,16
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,18
2012,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,5
2012,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63, (D)
2012,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85, (D)
2012,COUNTY,NEBRASKA,31,SOUTHWEST,70,KEITH,101,30
2012,COUNTY,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111, (D)
2012,COUNTY,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,10
2012,COUNTY,NEVADA,32,NORTHEAST,30,ELKO,7,7
2012,COUNTY,NEVADA,32,NORTHEAST,30,LANDER,15, (D)
2012,COUNTY,NEVADA,32,NORTHEAST,30,WHITE PINE,33, (D)
2012,COUNTY,NEVADA,32,NORTHWEST,10,CARSON CITY,510, (D)
2012,COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1,156
2012,COUNTY,NEVADA,32,NORTHWEST,10,DOUGLAS,5,17
2012,COUNTY,NEVADA,32,NORTHWEST,10,HUMBOLDT,13, (D)
2012,COUNTY,NEVADA,32,NORTHWEST,10,LYON,19,526
2012,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,27, (D)
2012,COUNTY,NEVADA,32,NORTHWEST,10,STOREY,29, (D)
2012,COUNTY,NEVADA,32,NORTHWEST,10,WASHOE,31,"8,823"
2012,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,36
2012,COUNTY,NEVADA,32,SOUTH,80,LINCOLN,17,453
2012,COUNTY,NEVADA,32,SOUTH,80,NYE,23, (D)
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,193
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,27
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,447
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,29
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,66
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,"1,538"
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,94
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,364
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,110
2012,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,44
2012,COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,394
2012,COUNTY,NEW JERSEY,34,CENTRAL,50,MERCER,21,119
2012,COUNTY,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23,454
2012,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,748
2012,COUNTY,NEW JERSEY,34,CENTRAL,50,OCEAN,29,"1,050"
2012,COUNTY,NEW JERSEY,34,NORTH,20,BERGEN,3, (D)
2012,COUNTY,NEW JERSEY,34,NORTH,20,ESSEX,13, (D)
2012,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19,"1,074"
2012,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,370
2012,COUNTY,NEW JERSEY,34,NORTH,20,PASSAIC,31,33
2012,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,35,174
2012,COUNTY,NEW JERSEY,34,NORTH,20,SUSSEX,37,240
2012,COUNTY,NEW JERSEY,34,NORTH,20,UNION,39, (D)
2012,COUNTY,NEW JERSEY,34,NORTH,20,WARREN,41,117
2012,COUNTY,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,427
2012,COUNTY,NEW JERSEY,34,SOUTH,80,CAMDEN,7,38
2012,COUNTY,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,90
2012,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,52
2012,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15, (D)
2012,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,33, (D)
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,COLFAX,7, (D)
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9, (D)
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,GUADALUPE,19, (D)
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,77
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,6
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,47,57
2012,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57, (D)
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,507
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,CIBOLA,6, (D)
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,MCKINLEY,31,60
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,87
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45, (D)
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,29
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,85
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,993
2012,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,297
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,25
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,"12,179"
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,17
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25,32
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,13
2012,COUNTY,NEW MEXICO,35,SOUTHEAST,90,OTERO,35,27
2012,COUNTY,NEW MEXICO,35,SOUTHWEST,70,CATRON,3, (D)
2012,COUNTY,NEW MEXICO,35,SOUTHWEST,70,GRANT,17,114
2012,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29, (D)
2012,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,9
2012,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53, (D)
2012,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,"2,190"
2012,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17, (D)
2012,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23, (D)
2012,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,"3,206"
2012,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,"1,278"
2012,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,"1,135"
2012,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,631
2012,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,207
2012,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,669
2012,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,96
2012,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,7
2012,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57, (D)
2012,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,57
2012,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,140
2012,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93, (D)
2012,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,219
2012,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,"1,032"
2012,COUNTY,NEW YORK,36,LONG ISLAND,91,KINGS,47, (D)
2012,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59, (D)
2012,COUNTY,NEW YORK,36,LONG ISLAND,91,QUEENS,81, (D)
2012,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,423
2012,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,184
2012,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,44
2012,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,112
2012,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113, (D)
2012,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,"1,540"
2012,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,88
2012,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,692
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,541
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,118
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,360
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,590
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,223
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,9
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,122
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,84
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,208
2012,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,95
2012,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,73
2012,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,215
2012,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,53
2012,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,"1,191"
2012,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,259
2012,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,221
2012,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,"33,061"
2012,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,"1,338"
2012,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,919
2012,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,673
2012,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37, (D)
